CustomerID;AddressID;NameStyle;Title;FullName;CompanyName;SalesPerson;EmailAddress;Phone;AddressType;AddressLine1;AddressLine2;City;StateProvince;CountryRegion;PostalCode
"29709";"906";"0";"Ms.";"Bev L. Desalvo  ";"Successful Sales Company";"adventure-works\pamela0";"bev0@adventure-works.com";"143-555-0113";"Main Office";"7009 Sw Hall Blvd.";"";"Tigard";"Oregon";"United States";"97223"
"29717";"851";"0";"Ms.";"Cindy M. Dodd  ";"Suburban Cycle Shop";"adventure-works\david8";"cindy0@adventure-works.com";"706-555-0140";"Main Office";"994 Sw Cherry Park Rd";"";"Troutdale";"Oregon";"United States";"97060"
"130";"0";"0";"Mr.";"Paulo H. Lisboa  ";"Elite Bikes";"adventure-works\jillian0";"paulo0@adventure-works.com";"380-555-0116";"";"";"";"";"";"";""
"418";"0";"0";"Mr.";"Lee J. Chapla  ";"Good Bike Shop";"adventure-works\jillian0";"lee0@adventure-works.com";"223-555-0184";"";"";"";"";"";"";""
"30010";"535";"0";"Mr.";"Stephen A. Mew  ";"Recommended Bicycles";"adventure-works\garrett1";"stephen4@adventure-works.com";"399-555-0114";"Main Office";"250 Kingsbridge Garden Circle";"";"Mississauga";"Ontario";"Canada";"L5B 3V4"
"191";"0";"0";"Ms.";"Sandra T. Kitt  ";"Non-Slip Pedal Company";"adventure-works\josé1";"sandra2@adventure-works.com";"303-555-0117";"";"";"";"";"";"";""
"30022";"1041";"0";"Mr.";"Dylan  Miller  ";"Metropolitan Manufacturing";"adventure-works\shu0";"dylan1@adventure-works.com";"140-555-0192";"Main Office";"Parkway Plaza";"";"El Cajon";"California";"United States";"92020"
"30055";"601";"0";"Ms.";"Julie  Taft-Rider  ";"Bicycle Lines Distributors";"adventure-works\jillian0";"julie1@adventure-works.com";"145-555-0194";"Main Office";"6996 South Lindbergh";"";"Saint Louis";"Missouri";"United States";"63103"
"6";"0";"0";"Ms.";"Rosmarie J. Carroll  ";"Aerobic Exercise Company";"adventure-works\linda3";"rosmarie0@adventure-works.com";"244-555-0112";"";"";"";"";"";"";""
"29937";"580";"0";"Ms.";"Marjorie M. Lee  ";"Go-cart and Bike Specialists";"adventure-works\jillian0";"marjorie0@adventure-works.com";"306-555-0166";"Main Office";"2509 W. Frankford";"";"Carrollton";"Texas";"United States";"75006"
"100";"0";"0";"Mr.";"Kirk T King  ";"Up-To-Date Sports";"adventure-works\josé1";"kirk2@adventure-works.com";"979-555-0163";"";"";"";"";"";"";""
"543";"0";"0";"Mr.";"R. Morgan L. Mendoza  ";"Friendly Neighborhood Bikes";"adventure-works\jillian0";"rmorgan0@adventure-works.com";"963-555-0146";"";"";"";"";"";"";""
"29620";"503";"0";"Ms.";"Joan M. Campbell  ";"Two-Wheeled Transit Company";"adventure-works\josé1";"joan0@adventure-works.com";"700-555-0155";"Main Office";"P.O. Box 44000";"";"Winnipeg";"Manitoba";"Canada";"R3"
"363";"0";"0";"Mr.";"Chris  Ashton  ";"Immense Manufacturing Company";"adventure-works\jillian0";"chris3@adventure-works.com";"556-555-0145";"";"";"";"";"";"";""
"29925";"840";"0";"Ms.";"Margaret T. Krupka  ";"Outdoor Sports Supply";"adventure-works\pamela0";"margaret1@adventure-works.com";"107-555-0132";"Main Office";"Great Northwestern";"";"North Bend";"Washington";"United States";"98045"
"505";"0";"0";"Mr.";"Brad  Sutton  ";"Honest Repair Service";"adventure-works\pamela0";"brad0@adventure-works.com";"688-555-0115";"";"";"";"";"";"";""
"217";"0";"0";"Mr.";"Chris  Maxwell  ";"City Manufacturing";"adventure-works\pamela0";"chris6@adventure-works.com";"642-555-0187";"";"";"";"";"";"";""
"29576";"514";"0";"Mr.";"Eli  Bowen  ";"Bikes for Two";"adventure-works\josé1";"eli0@adventure-works.com";"371-555-0143";"Main Office";"63 West Beaver Creek";"";"Richmond Hill";"Ontario";"Canada";"L4E 3M5"
"203";"0";"0";"Ms.";"Jean  Jordan  ";"Separate Parts Corporation";"adventure-works\shu0";"jean3@adventure-works.com";"207-555-0129";"";"";"";"";"";"";""
"30108";"550";"0";"Ms.";"Kara N. Vanderlinden  ";"Mercantile Outlet";"adventure-works\josé1";"kara0@adventure-works.com";"680-555-0160";"Main Office";"2520 Flanders Road";"";"Toronto";"Ontario";"Canada";"M4B 1V4"
"29936";"852";"0";"Mr.";"Michael J. Lee  ";"Family Entertainment Center";"adventure-works\pamela0";"michael18@adventure-works.com";"396-555-0139";"Main Office";"25718 Se Sunnyside Rd";"";"Clackamas";"Oregon";"United States";"97015-6403"
"29980";"672";"0";"Mr.";"Tomas M. Manzanares  II";"Authentic Sales and Service";"adventure-works\jae0";"tomas0@adventure-works.com";"1 (11) 500 555-0178";"Main Office";"99 Dean Street, Soho";"";"London";"England";"United Kingdom";"W1V 5RN"
"30104";"670";"0";"Ms.";"Rose M. Vandenouer  ";"Extended Tours";"adventure-works\jae0";"rose1@adventure-works.com";"1 (11) 500 555-0140";"Main Office";"7 Garden House Cloisters, 8 Batters";"";"London";"England";"United Kingdom";"SW8 4BG"
"620";"0";"0";"Mr.";"Matthew M. Hunter  ";"Tires and Tubes";"adventure-works\pamela0";"matthew4@adventure-works.com";"482-555-0188";"";"";"";"";"";"";""
"169";"0";"0";"Ms.";"Brenda  Diaz  ";"Downtown Hotel";"adventure-works\shu0";"brenda2@adventure-works.com";"147-555-0192";"";"";"";"";"";"";""
"29747";"895";"0";"Ms.";"Carolyn  Farino  ";"The Bike Shop";"adventure-works\david8";"carolyn0@adventure-works.com";"957-555-0125";"Main Office";"3250 South Meridian";"";"Puyallup";"Washington";"United States";"98371"
"407";"0";"0";"Mr.";"Robert A. Avalos  ";"Workout Emporium";"adventure-works\josé1";"robert2@adventure-works.com";"665-555-0198";"";"";"";"";"";"";""
"471";"0";"0";"Mr.";"John  Ford  ";"Social Activities Club";"adventure-works\jillian0";"john19@adventure-works.com";"596-555-0153";"";"";"";"";"";"";""
"673";"0";"0";"Mr.";"John  Hanson  ";"Countryside Company";"adventure-works\linda3";"john20@adventure-works.com";"107-555-0117";"";"";"";"";"";"";""
"29579";"1012";"0";"Mr.";"Cornelius L. Brandon  ";"Initial Bike Company";"adventure-works\shu0";"cornelius0@adventure-works.com";"229-555-0114";"Main Office";"789 West Alameda";"";"Westminster";"Colorado";"United States";"80030"
"3";"0";"0";"Ms.";"Donna F. Carreras  ";"Advanced Bike Components";"adventure-works\jillian0";"donna0@adventure-works.com";"279-555-0130";"";"";"";"";"";"";""
"70";"0";"0";"Mr.";"Deepak  Kumar  ";"Outdoor Aerobic Systems Company";"adventure-works\jae0";"deepak0@adventure-works.com";"1 (11) 500 555-0122";"";"";"";"";"";"";""
"29857";"666";"0";"Ms.";"Janice K. Hows  ";"Area Sheet Metal Supply";"adventure-works\jae0";"janice1@adventure-works.com";"1 (11) 500 555-0119";"Main Office";"399 Clearing Green";"";"London";"England";"United Kingdom";"EC1R 0DU"
"29742";"884";"0";"Ms.";"Twanna R. Evans  ";"Vast Bike Sales and Rental";"adventure-works\pamela0";"twanna0@adventure-works.com";"554-555-0124";"Main Office";"Lewis County Mall";"";"Chehalis";"Washington";"United States";"98532"
"208";"0";"0";"Mr.";"Steve  Masters  ";"Professional Cyclists";"adventure-works\josé1";"steve2@adventure-works.com";"154-555-0115";"";"";"";"";"";"";""
"29497";"889";"0";"Mr.";"François  Ferrier  ";"Great Bikes";"adventure-works\david8";"françois1@adventure-works.com";"571-555-0128";"Main Office";"Eastridge Mall";"";"Casper";"Wyoming";"United States";"82601"
"273";"0";"0";"Ms.";"Christie J. Trujillo  ";"A Typical Bike Shop";"adventure-works\jillian0";"christie0@adventure-works.com";"686-555-0180";"";"";"";"";"";"";""
"648";"0";"0";"Ms.";"Cheryl M. Herring  ";"Small Bike Shop";"adventure-works\shu0";"cheryl0@adventure-works.com";"158-555-0154";"";"";"";"";"";"";""
"29807";"449";"0";"Mr.";"Bryan  Hamilton  ";"Cross-Country Riding Supplies";"adventure-works\josé1";"bryan2@adventure-works.com";"344-555-0144";"Main Office";"Station E";"";"Chalk Riber";"Ontario";"Canada";"K0J 1J0"
"308";"0";"0";"Ms.";"Megan N. Davis  ";"Rugged Bikes";"adventure-works\david8";"megan1@adventure-works.com";"839-555-0198";"";"";"";"";"";"";""
"624";"0";"0";"Mr.";"Mike  Hines  ";"First Cycle Store";"adventure-works\shu0";"mike3@adventure-works.com";"454-555-0160";"";"";"";"";"";"";""
"29535";"591";"0";"Mr.";"Wayne N. Banack  ";"Grand Bicycle Stores";"adventure-works\jillian0";"wayne0@adventure-works.com";"640-555-0189";"Main Office";"48255 I-10 E. @ Eastpoint Blvd.";"";"Baytown";"Texas";"United States";"77520"
"29708";"569";"0";"Mr.";"Prashanth  Desai  ";"Stationary Bikes and Stands";"adventure-works\jillian0";"prashanth0@adventure-works.com";"138-555-0156";"Main Office";"Sapp Road West";"";"Round Rock";"Texas";"United States";"78664"
"160";"0";"0";"Ms.";"Brigid F. Cavendish  ";"Vigorous Sports Store";"adventure-works\jae0";"brigid0@adventure-works.com";"1 (11) 500 555-0178";"";"";"";"";"";"";""
"29941";"645";"0";"Ms.";"Jolie  Lenehan  ";"Exhibition Showroom";"adventure-works\jae0";"jolie0@adventure-works.com";"1 (11) 500 555-0126";"Main Office";"Garamonde Drive, Wymbush";"P.O. Box 803";"Milton Keynes";"England";"United Kingdom";"MK8 8ZD"
"29809";"991";"0";"Mr.";"Kerim  Hanif  ";"Bike World";"adventure-works\shu0";"kerim0@adventure-works.com";"216-555-0122";"Main Office";"60025 Bollinger Canyon Road";"";"San Ramon";"California";"United States";"94583"
"218";"0";"0";"Mr.";"David  Johnson  ";"Sure & Reliable Sporting Goods";"adventure-works\david8";"david18@adventure-works.com";"476-555-0139";"";"";"";"";"";"";""
"291";"0";"0";"Mr.";"Wayne N. Banack  ";"Grand Bicycle Stores";"adventure-works\jillian0";"wayne0@adventure-works.com";"640-555-0189";"";"";"";"";"";"";""
"598";"0";"0";"Mr.";"Derik  Stenerson  ";"Black Bicycle Company";"adventure-works\jillian0";"derik0@adventure-works.com";"441-555-0144";"";"";"";"";"";"";""
"29727";"907";"0";"Mr.";"Bart  Duncan  ";"Stock Parts and Supplies";"adventure-works\david8";"bart0@adventure-works.com";"539-555-0121";"Main Office";"99295 S.e. Tualatin Valley_hwy.";"";"Hillsboro";"Oregon";"United States";"97123"
"515";"0";"0";"Mr.";"Dragan  Tomic  ";"Rural Bicycle Supply";"adventure-works\josé1";"dragan1@adventure-works.com";"833-555-0167";"";"";"";"";"";"";""
"30028";"1087";"0";"Ms.";"Laura C. Steele  ";"Professional Containers and Packaging Co.";"adventure-works\shu0";"laura3@adventure-works.com";"741-555-0173";"Main Office";"253731 West Bell Road";"";"Surprise";"Arizona";"United States";"85374"
"401";"0";"0";"Mr.";"Tom H Johnston  ";"Brightwork Company";"adventure-works\shu0";"tom1@adventure-works.com";"883-555-0177";"";"";"";"";"";"";""
"25";"0";"0";"Mr.";"Donald L. Blanton  ";"Coalition Bike Company";"adventure-works\shu0";"donald0@adventure-works.com";"357-555-0161";"";"";"";"";"";"";""
"29654";"579";"0";"Mr.";"Yao-Qiang  Cheng  ";"This Area Sporting Goods";"adventure-works\jillian0";"yao-qiang0@adventure-works.com";"344-555-0181";"Main Office";"25 N State St";"";"Chicago";"Illinois";"United States";"60610"
"630";"0";"0";"Mr.";"Andrew R. Hill  ";"Eastside Parts Shop";"adventure-works\josé1";"andrew4@adventure-works.com";"194-555-0149";"";"";"";"";"";"";""
"29981";"904";"0";"Ms.";"Kathy R. Marcovecchio  ";"Official Parts Shop";"adventure-works\pamela0";"kathy0@adventure-works.com";"942-555-0141";"Main Office";"9905 Three Rivers Drive";"";"Kelso";"Washington";"United States";"98626"
"29819";"633";"0";"Ms.";"Ann T. Hass  ";"The Accessories Store";"adventure-works\jillian0";"ann2@adventure-works.com";"713-555-0168";"Main Office";"Medford Outlet Center";"";"Medford";"Minnesota";"United States";"55049"
"29850";"623";"0";"Mr.";"Bob  Hodges  ";"All Seasons Sports Supply";"adventure-works\jillian0";"bob2@adventure-works.com";"129-555-0120";"Main Office";"Ohms Road";"";"Houston";"Texas";"United States";"77003"
"29868";"648";"0";"Ms.";"Denean J. Ison  ";"Express Bike Services";"adventure-works\jae0";"denean0@adventure-works.com";"1 (11) 500 555-0127";"Main Office";"586 Fulham Road,";"";"London";"England";"United Kingdom";"SW6 SBY"
"287";"0";"0";"Mr.";"Grant  Culbertson  ";"Handy Bike Services";"adventure-works\michael9";"grant1@adventure-works.com";"859-555-0173";"";"";"";"";"";"";""
"29627";"447";"0";"Mr.";"Johnny A. Caprio  Jr.";"Bikes and Motorbikes";"adventure-works\garrett1";"johnny0@adventure-works.com";"112-555-0191";"Main Office";"22580 Free Street";"";"Toronto";"Ontario";"Canada";"M4B 1V7"
"30071";"844";"0";"Mr.";"Daniel P. Thompson  ";"Travel Sports";"adventure-works\pamela0";"daniel2@adventure-works.com";"247-555-0197";"Main Office";"755 Nw Grandstand";"";"Issaquah";"Washington";"United States";"98027"
"659";"0";"0";"Mr.";"Ajay  Manchepalli  ";"Shipping Specialists";"adventure-works\jae0";"ajay0@adventure-works.com";"1 (11) 500 555-0174";"";"";"";"";"";"";""
"181";"0";"0";"Mr.";"Michael J. Lee  ";"Family Entertainment Center";"adventure-works\pamela0";"michael18@adventure-works.com";"396-555-0139";"";"";"";"";"";"";""
"222";"0";"0";"Mr.";"Barry  Johnson  ";"Sample Bike Store";"adventure-works\linda3";"barry1@adventure-works.com";"858-555-0140";"";"";"";"";"";"";""
"348";"0";"0";"Mr.";"Oscar L. Alpuerto  ";"Bold Bike Accessories";"adventure-works\linda3";"oscar0@adventure-works.com";"855-555-0174";"";"";"";"";"";"";""
"61";"0";"0";"Mr.";"Jeffrey  Kurtz  ";"Many Bikes Store";"adventure-works\shu0";"jeffrey3@adventure-works.com";"452-555-0179";"";"";"";"";"";"";""
"30115";"499";"0";"Ms.";"Dora P. Verdad  ";"Retreat Inn";"adventure-works\josé1";"dora0@adventure-works.com";"155-555-0140";"Main Office";"Suite 2502 410 Albert Street";"";"Waterloo";"Ontario";"Canada";"N2V"
"29720";"1100";"0";"Mr.";"Gerald M. Drury  ";"Utilitarian Sporting Goods";"adventure-works\shu0";"gerald0@adventure-works.com";"169-555-0178";"Main Office";"4635 S. Harrison Blvd.";"";"Ogden";"Utah";"United States";"84401"
"29666";"468";"0";"Ms.";"Jane  Clayton  ";"South Bike Company";"adventure-works\garrett1";"jane1@adventure-works.com";"206-555-0195";"Main Office";"Po Box 83270";"";"Vancouver";"British Columbia";"Canada";"V7L 4J4"
"29789";"501";"0";"Mr.";"Brian R Goldstein  ";"Primary Bike Distributors";"adventure-works\garrett1";"brian4@adventure-works.com";"495-555-0161";"Main Office";"965 De La Gauchetiere West";"";"Montreal";"Quebec";"Canada";"H1Y 2H8"
"29797";"455";"0";"Ms.";"Jane P. Greer  ";"Metro Manufacturing";"adventure-works\josé1";"jane2@adventure-works.com";"737-555-0163";"Main Office";"2550 Signet Drive";"";"Weston";"Ontario";"Canada";"M9V 4W3"
"29874";"647";"0";"Mr.";"David  Jaffe  ";"Exceptional Cycle Services";"adventure-works\jae0";"david17@adventure-works.com";"1 (11) 500 555-0140";"Main Office";"Wade Road";"";"Basingstoke Hants";"England";"United Kingdom";"RG24 8PL"
"290";"0";"0";"Mr.";"Scott  Culp  ";"Friendly Bike Shop";"adventure-works\david8";"scott3@adventure-works.com";"119-555-0167";"";"";"";"";"";"";""
"204";"0";"0";"Mr.";"Ido  Ben-Sachar  ";"Traction Tire Company";"adventure-works\linda3";"ido0@adventure-works.com";"973-555-0112";"";"";"";"";"";"";""
"347";"0";"0";"Ms.";"Ingrid K. Burkhardt  ";"Bike Universe";"adventure-works\shu0";"ingrid0@adventure-works.com";"857-555-0187";"";"";"";"";"";"";""
"59";"0";"0";"Mr.";"Douglas  Groncki  ";"Locks Company";"adventure-works\shu0";"douglas2@adventure-works.com";"385-555-0140";"";"";"";"";"";"";""
"29614";"529";"0";"Mr.";"Ryan  Calafato  ";"Retail Mall";"adventure-works\josé1";"ryan1@adventure-works.com";"726-555-0155";"Main Office";"254480 River Rd";"";"Richmond";"British Columbia";"Canada";"V6B 3P7"
"697";"0";"0";"Mr.";"Roger  Harui  ";"Brakes and Gears";"adventure-works\linda3";"roger0@adventure-works.com";"774-555-0133";"";"";"";"";"";"";""
"29568";"993";"0";"Mr.";"Donald L. Blanton  ";"Coalition Bike Company";"adventure-works\shu0";"donald0@adventure-works.com";"357-555-0161";"Main Office";"Corporate Office";"";"El Segundo";"California";"United States";"90245"
"30030";"667";"0";"Mr.";"Stefano  Stefani  ";"Cycling Goods";"adventure-works\jae0";"stefano0@adventure-works.com";"1 (11) 500 555-0115";"Main Office";"997b Tradescant Road";"";"London";"England";"United Kingdom";"SW8 1XD"
"601";"0";"0";"Mr.";"Vassar J. Stern  ";"Transport Bikes";"adventure-works\shu0";"vassar0@adventure-works.com";"328-555-0123";"";"";"";"";"";"";""
